Name,Position,Market Value,Year,Team
Gareth Williams,Central Midfield,€1.00m,2006,watford fc
Gavin Mahon,Central Midfield,€630k,2006,watford fc
Al Bangura,Central Midfield,€480k,2006,watford fc
Matthew Spring,Central Midfield,€300k,2006,watford fc
Douglas Rinaldi,Central Midfield,€300k,2006,watford fc
Dominic Blizzard,Central Midfield,€50k,2006,watford fc
Jordan Parkes,Central Midfield,-,2006,watford fc
Lee Williamson,Central Midfield,-,2006,watford fc
Anthony McNamee,Other,€560k,2006,watford fc
Alex Campana,Other,-,2006,watford fc
Albert Jarrett,Other,€100k,2006,watford fc
Johan Cavalli,Attacking Midfield,-,2006,watford fc
Stephane Seanla,Left Winger,€100k,2006,watford fc
Hamer Bouazza,Right Winger,€840k,2006,watford fc
Joel Grant,Right Winger,€75k,2006,watford fc
Marlon King,Centre-Forward,€2.50m,2006,watford fc
Tamás Priskin,Centre-Forward,€1.50m,2006,watford fc
Darius Henderson,Centre-Forward,€1.25m,2006,watford fc
Will Hoskins,Centre-Forward,€890k,2006,watford fc
Tommy Smith,Centre-Forward,€870k,2006,watford fc
Steve Kabba,Centre-Forward,€750k,2006,watford fc
Moses Ashikodi,Centre-Forward,€140k,2006,watford fc
Theo Robinson,Centre-Forward,€50k,2006,watford fc
Marcus Hahnemann,Goalkeeper,€1.25m,2006,reading fc
Graham Stack,Goalkeeper,€350k,2006,reading fc
Adam Federici,Goalkeeper,€100k,2006,reading fc
Mikkel Andersen,Goalkeeper,-,2006,reading fc
Michael Duberry,Centre-Back,€2.25m,2006,reading fc
André Bikey,Centre-Back,€1.25m,2006,reading fc
Ívar Ingimarsson,Centre-Back,€800k,2006,reading fc
Ibrahima Sonko,Centre-Back,€700k,2006,reading fc
Sam Sodje,Centre-Back,€600k,2006,reading fc
Greg Halford,Centre-Back,€400k,2006,reading fc
Péter Máté,Centre-Back,€300k,2006,reading fc
Aaron Brown,Centre-Back,€200k,2006,reading fc
Alex Pearce,Centre-Back,-,2006,reading fc
Alan Bennett,Centre-Back,-,2006,reading fc
Nicky Shorey,Left-Back,€1.00m,2006,reading fc
Scott Golbourne,Left-Back,€125k,2006,reading fc
Ulises de la Cruz,Right-Back,€1.30m,2006,reading fc
Graeme Murty,Right-Back,€500k,2006,reading fc
Curtis Osano,Right-Back,-,2006,reading fc
Brynjar Gunnarsson,Defensive Midfield,€750k,2006,reading fc
John Halls,Defensive Midfield,€350k,2006,reading fc
Daniel Bocandé,Other,€200k,2006,reading fc
Steve Sidwell,Central Midfield,€2.00m,2006,reading fc
James Harper,Central Midfield,€1.00m,2006,reading fc
John Oster,Central Midfield,€700k,2006,reading fc
Oliver Bozanic,Central Midfield,-,2006,reading fc
Jonny Hayes,Other,-,2006,reading fc
James Henry,Other,-,2006,reading fc
Bobby Convey,Other,€1.80m,2006,reading fc
Stephen Hunt,Other,€1.25m,2006,reading fc
Viktor Unnar Illugason,Left Winger,-,2006,reading fc
Ki-hyeon Seol,Right Winger,€3.50m,2006,reading fc
Glen Little,Right Winger,€800k,2006,reading fc
Kevin Doyle,Centre-Forward,€5.50m,2006,reading fc
Leroy Lita,Centre-Forward,€2.00m,2006,reading fc
Dave Kitson,Centre-Forward,€1.30m,2006,reading fc
Shane Long,Centre-Forward,€500k,2006,reading fc
Simon Cox,Centre-Forward,€100k,2006,reading fc
Petr Cech,Goalkeeper,€28.00m,2007,chelsea fc
Carlo Cudicini,Goalkeeper,€2.00m,2007,chelsea fc
Hilário,Goalkeeper,€1.00m,2007,chelsea fc
Rhys Taylor,Goalkeeper,-,2007,chelsea fc
John Terry,Centre-Back,€33.00m,2007,chelsea fc
Ricardo Carvalho,Centre-Back,€20.00m,2007,chelsea fc
Alex,Centre-Back,€11.50m,2007,chelsea fc
Tal Ben Haim,Centre-Back,€5.00m,2007,chelsea fc
Michael Mancienne,Centre-Back,€350k,2007,chelsea fc
Harry Worley,Centre-Back,-,2007,chelsea fc
Ashley Cole,Left-Back,€17.00m,2007,chelsea fc
Wayne Bridge,Left-Back,€6.50m,2007,chelsea fc
Ryan Bertrand,Left-Back,€300k,2007,chelsea fc
Branislav Ivanovic,Right-Back,€12.00m,2007,chelsea fc
Paulo Ferreira,Right-Back,€7.00m,2007,chelsea fc
Juliano Belletti,Right-Back,€6.00m,2007,chelsea fc
Glen Johnson,Right-Back,€4.50m,2007,chelsea fc
Michael Essien,Defensive Midfield,€30.00m,2007,chelsea fc
John Obi Mikel,Defensive Midfield,€12.50m,2007,chelsea fc
Lassana Diarra,Defensive Midfield,€7.00m,2007,chelsea fc
Claude Makélélé,Defensive Midfield,€6.50m,2007,chelsea fc
Jack Cork,Defensive Midfield,€400k,2007,chelsea fc
Liam Bridcutt,Defensive Midfield,-,2007,chelsea fc
Frank Lampard,Central Midfield,€38.00m,2007,chelsea fc
Michael Ballack,Central Midfield,€26.00m,2007,chelsea fc
Steve Sidwell,Central Midfield,€4.00m,2007,chelsea fc
Jimmy Smith,Central Midfield,€500k,2007,chelsea fc
Anthony Grant,Central Midfield,€100k,2007,chelsea fc
Lee Sawyer,Central Midfield,-,2007,chelsea fc
Joe Cole,Attacking Midfield,€17.50m,2007,chelsea fc
Florent Malouda,Left Winger,€17.50m,2007,chelsea fc
Salomon Kalou,Left Winger,€12.00m,2007,chelsea fc
Scott Sinclair,Left Winger,€800k,2007,chelsea fc
Shaun Wright-Phillips,Right Winger,€15.00m,2007,chelsea fc
Didier Drogba,Centre-Forward,€40.00m,2007,chelsea fc
Andriy Shevchenko,Centre-Forward,€24.00m,2007,chelsea fc
Nicolas Anelka,Centre-Forward,€20.00m,2007,chelsea fc
Claudio Pizarro,Centre-Forward,€8.00m,2007,chelsea fc
Ben Sahar,Centre-Forward,€400k,2007,chelsea fc
Edwin van der Sar,Goalkeeper,€5.00m,2007,manchester united
Tomasz Kuszczak,Goalkeeper,€4.00m,2007,manchester united
Ben Foster,Goalkeeper,€2.50m,2007,manchester united
Tom Heaton,Goalkeeper,€200k,2007,manchester united
Rio Ferdinand,Centre-Back,€30.00m,2007,manchester united
Nemanja Vidic‎,Centre-Back,€22.00m,2007,manchester united
Wes Brown,Centre-Back,€6.50m,2007,manchester united
Gerard Piqué,Centre-Back,€5.50m,2007,manchester united
John O'Shea,Centre-Back,€4.50m,2007,manchester united
Jonny Evans,Centre-Back,€500k,2007,manchester united
Patrice Evra,Left-Back,€15.00m,2007,manchester united
Mikaël Silvestre,Left-Back,€4.00m,2007,manchester united
Gary Neville,Right-Back,€6.00m,2007,manchester united
Phil Bardsley,Right-Back,€3.00m,2007,manchester united
Danny Simpson,Right-Back,€900k,2007,manchester united
Richard Eckersley,Right-Back,-,2007,manchester united
Owen Hargreaves,Defensive Midfield,€20.00m,2007,manchester united
Michael Carrick,Defensive Midfield,€17.50m,2007,manchester united
Kieran Lee,Defensive Midfield,€150k,2007,manchester united
Anderson,Central Midfield,€22.00m,2007,manchester united
Paul Scholes,Central Midfield,€10.00m,2007,manchester united
Darren Fletcher,Central Midfield,€5.00m,2007,manchester united
Darron Gibson,Central Midfield,€300k,2007,manchester united
Sam Hewson,Central Midfield,-,2007,manchester united
Ryan Giggs,Other,€10.00m,2007,manchester united
Ji-sung Park,Attacking Midfield,€9.00m,2007,manchester united
Lee Martin,Attacking Midfield,€900k,2007,manchester united
Nani,Left Winger,€19.00m,2007,manchester united
Chris Eagles,Right Winger,€800k,2007,manchester united
Febian Brandy,Right Winger,€50k,2007,manchester united
Cristiano Ronaldo,Centre-Forward,€55.00m,2007,manchester united
Wayne Rooney,Centre-Forward,€40.00m,2007,manchester united
Carlos Tevez,Centre-Forward,€24.00m,2007,manchester united
Louis Saha,Centre-Forward,€10.00m,2007,manchester united
Fraizer Campbell,Centre-Forward,€650k,2007,manchester united
Fangzhuo Dong,Centre-Forward,€600k,2007,manchester united
Ole Gunnar Solskjær,Centre-Forward,-,2007,manchester united
Danny Welbeck,Centre-Forward,-,2007,manchester united
Pepe Reina,Goalkeeper,€13.00m,2007,liverpool fc
Scott Carson,Goalkeeper,€5.25m,2007,liverpool fc
Charles Itandje,Goalkeeper,€2.50m,2007,liverpool fc
David Martin,Goalkeeper,€200k,2007,liverpool fc
Jamie Carragher,Centre-Back,€17.00m,2007,liverpool fc
Daniel Agger,Centre-Back,€10.25m,2007,liverpool fc
Martin Skrtel,Centre-Back,€10.00m,2007,liverpool fc
Sami Hyypiä,Centre-Back,€3.50m,2007,liverpool fc
Jack Hobbs,Centre-Back,€500k,2007,liverpool fc
Godwin Antwi,Centre-Back,€300k,2007,liverpool fc
John Arne Riise,Left-Back,€12.50m,2007,liverpool fc
Fábio Aurélio,Left-Back,€6.00m,2007,liverpool fc
Emiliano Insúa,Left-Back,€400k,2007,liverpool fc
Robbie Threlfall,Left-Back,€100k,2007,liverpool fc
Steve Finnan,Right-Back,€6.50m,2007,liverpool fc
Álvaro Arbeloa,Right-Back,€6.00m,2007,liverpool fc
Stephen Darby,Right-Back,€100k,2007,liverpool fc
Xabi Alonso,Defensive Midfield,€22.00m,2007,liverpool fc
Javier Mascherano,Defensive Midfield,€20.00m,2007,liverpool fc
Mohamed Sissoko,Defensive Midfield,€10.00m,2007,liverpool fc
Lucas Leiva,Defensive Midfield,€6.50m,2007,liverpool fc
Jay Spearing,Defensive Midfield,€100k,2007,liverpool fc
Mikel San José,Defensive Midfield,€100k,2007,liverpool fc
Damien Plessis,Defensive Midfield,€100k,2007,liverpool fc
Steven Gerrard,Central Midfield,€45.00m,2007,liverpool fc
Danny Guthrie,Central Midfield,€1.50m,2007,liverpool fc
Paul Anderson,Other,€100k,2007,liverpool fc
Ryan Flynn,Other,€100k,2007,liverpool fc
Ray Putterill,Other,€100k,2007,liverpool fc
Ryan Babel,Left Winger,€14.00m,2007,liverpool fc
Harry Kewell,Left Winger,€5.50m,2007,liverpool fc
Sebastián Leto,Left Winger,€3.00m,2007,liverpool fc
Dirk Kuyt,Right Winger,€12.50m,2007,liverpool fc
Jermaine Pennant,Right Winger,€9.50m,2007,liverpool fc
Yossi Benayoun,Right Winger,€8.25m,2007,liverpool fc
Adam Hammill,Right Winger,€400k,2007,liverpool fc
Nabil El Zhar,Right Winger,€200k,2007,liverpool fc
Craig Lindfield,Right Winger,€100k,2007,liverpool fc
Andriy Voronin,Other,€7.50m,2007,liverpool fc
Fernando Torres,Centre-Forward,€35.00m,2007,liverpool fc
Peter Crouch,Centre-Forward,€10.00m,2007,liverpool fc
Manuel Almunia,Goalkeeper,€6.00m,2007,arsenal fc
Jens Lehmann,Goalkeeper,€3.00m,2007,arsenal fc
Lukasz Fabianski,Goalkeeper,€3.00m,2007,arsenal fc
Vito Mannone,Goalkeeper,-,2007,arsenal fc
Kolo Touré,Centre-Back,€21.00m,2007,arsenal fc
William Gallas,Centre-Back,€18.00m,2007,arsenal fc
Philippe Senderos,Centre-Back,€6.50m,2007,arsenal fc
Johan Djourou,Centre-Back,€3.75m,2007,arsenal fc
Gaël Clichy,Left-Back,€11.00m,2007,arsenal fc
Armand Traoré,Left-Back,€1.00m,2007,arsenal fc
Kieran Gibbs,Left-Back,€250k,2007,arsenal fc
Bacary Sagna,Right-Back,€11.50m,2007,arsenal fc
Emmanuel Eboué,Right-Back,€8.00m,2007,arsenal fc
Justin Hoyte,Right-Back,€1.50m,2007,arsenal fc
Kerrea Gilbert,Right-Back,€450k,2007,arsenal fc
Gavin Hoyte,Right-Back,€50k,2007,arsenal fc
Mathieu Flamini,Defensive Midfield,€11.00m,2007,arsenal fc
Lassana Diarra,Defensive Midfield,€7.00m,2007,arsenal fc
Gilberto Silva,Defensive Midfield,€6.50m,2007,arsenal fc
Denílson,Defensive Midfield,€5.00m,2007,arsenal fc
Håvard Nordtveit,Defensive Midfield,€3.00m,2007,arsenal fc
Alex Song,Defensive Midfield,€2.00m,2007,arsenal fc
Cesc Fàbregas,Central Midfield,€35.00m,2007,arsenal fc
Abou Diaby,Central Midfield,€4.00m,2007,arsenal fc
Fran Mérida,Central Midfield,€2.60m,2007,arsenal fc
Mark Randall,Central Midfield,€250k,2007,arsenal fc
Henri Lansbury,Central Midfield,€50k,2007,arsenal fc
Aleksandr Hleb,Attacking Midfield,€18.00m,2007,arsenal fc
Tomas Rosicky,Attacking Midfield,€17.50m,2007,arsenal fc
Nacer Barazite,Attacking Midfield,-,2007,arsenal fc
Theo Walcott,Right Winger,€6.00m,2007,arsenal fc
Emmanuel Adebayor,Centre-Forward,€18.00m,2007,arsenal fc
Robin van Persie,Centre-Forward,€16.00m,2007,arsenal fc
Eduardo,Centre-Forward,€11.00m,2007,arsenal fc
Nicklas Bendtner,Centre-Forward,€4.50m,2007,arsenal fc
Paul Robinson,Goalkeeper,€5.00m,2007,tottenham hotspur
Radek Cerny,Goalkeeper,€1.50m,2007,tottenham hotspur
Ben Alnwick,Goalkeeper,€900k,2007,tottenham hotspur
Tommy Forecast,Goalkeeper,-,2007,tottenham hotspur
Ledley King,Centre-Back,€11.00m,2007,tottenham hotspur
Younès Kaboul,Centre-Back,€8.00m,2007,tottenham hotspur
Michael Dawson,Centre-Back,€7.50m,2007,tottenham hotspur
Jonathan Woodgate,Centre-Back,€7.50m,2007,tottenham hotspur
Ricardo Rocha,Centre-Back,€2.75m,2007,tottenham hotspur
Anthony Gardner,Centre-Back,€2.00m,2007,tottenham hotspur
Dorian Dervite,Centre-Back,€500k,2007,tottenham hotspur
Leigh Mills,Centre-Back,€250k,2007,tottenham hotspur
Troy Archibald-Henville,Centre-Back,€50k,2007,tottenham hotspur
Gilberto,Left-Back,€7.50m,2007,tottenham hotspur
Young-pyo Lee,Left-Back,€5.00m,2007,tottenham hotspur
Benoît Assou-Ekotto,Left-Back,€2.75m,2007,tottenham hotspur
Danny Rose,Left-Back,€500k,2007,tottenham hotspur
Alan Hutton,Right-Back,€8.00m,2007,tottenham hotspur
Pascal Chimbonda,Right-Back,€7.50m,2007,tottenham hotspur
Chris Gunter,Right-Back,€4.00m,2007,tottenham hotspur
Paul Stalteri,Right-Back,€1.50m,2007,tottenham hotspur
Didier Zokora,Defensive Midfield,€9.00m,2007,tottenham hotspur
Tom Huddlestone,Defensive Midfield,€4.50m,2007,tottenham hotspur
Teemu Tainio,Defensive Midfield,€3.00m,2007,tottenham hotspur
Jermaine Jenas,Central Midfield,€11.50m,2007,tottenham hotspur
Steed Malbranque,Central Midfield,€9.00m,2007,tottenham hotspur
Adel Taarabt,Central Midfield,€3.00m,2007,tottenham hotspur
Hossam Ghaly,Central Midfield,€2.00m,2007,tottenham hotspur
Jamie O'Hara,Central Midfield,€1.00m,2007,tottenham hotspur
Kevin-Prince Boateng,Attacking Midfield,€5.00m,2007,tottenham hotspur
Wayne Routledge,Left Winger,€1.75m,2007,tottenham hotspur
Simon Dawkins,Left Winger,€50k,2007,tottenham hotspur
Aaron Lennon,Right Winger,€12.50m,2007,tottenham hotspur
Gareth Bale,Right Winger,€11.00m,2007,tottenham hotspur
Dimitar Berbatov,Centre-Forward,€24.00m,2007,tottenham hotspur
Robbie Keane,Centre-Forward,€16.50m,2007,tottenham hotspur
Darren Bent,Centre-Forward,€14.00m,2007,tottenham hotspur
Jermain Defoe,Centre-Forward,€9.00m,2007,tottenham hotspur
Tim Howard,Goalkeeper,€6.50m,2007,everton fc
Stefan Wessels,Goalkeeper,€1.00m,2007,everton fc
Iain Turner,Goalkeeper,€500k,2007,everton fc
John Ruddy,Goalkeeper,€500k,2007,everton fc
Joleon Lescott,Centre-Back,€11.00m,2007,everton fc
Joseph Yobo,Centre-Back,€9.00m,2007,everton fc
Phil Jagielka,Centre-Back,€6.00m,2007,everton fc
Alan Stubbs,Centre-Back,€1.00m,2007,everton fc
Jack Rodwell,Centre-Back,€50k,2007,everton fc
Leighton Baines,Left-Back,€6.00m,2007,everton fc
Nuno Valente,Left-Back,€2.50m,2007,everton fc
Paddy Boyle,Left-Back,€200k,2007,everton fc
Phil Neville,Right-Back,€5.75m,2007,everton fc
Tony Hibbert,Right-Back,€4.50m,2007,everton fc
John Irving,Right-Back,€50k,2007,everton fc
Lee Carsley,Defensive Midfield,€3.50m,2007,everton fc
Thomas Gravesen,Defensive Midfield,€2.00m,2007,everton fc
Anderson Silva,Defensive Midfield,€650k,2007,everton fc
Mikel Arteta,Central Midfield,€19.00m,2007,everton fc
Leon Osman,Central Midfield,€6.00m,2007,everton fc
Dan Gosling,Central Midfield,€2.00m,2007,everton fc
Bjarni Vidarsson,Central Midfield,€500k,2007,everton fc
Steven Pienaar,Other,€4.50m,2007,everton fc
Tim Cahill,Attacking Midfield,€12.00m,2007,everton fc
Manuel Fernandes,Attacking Midfield,€8.00m,2007,everton fc
Andy van der Meyde,Right Winger,€900k,2007,everton fc
James McFadden,Other,€8.00m,2007,everton fc
Yakubu Aiyegbeni,Centre-Forward,€18.25m,2007,everton fc
Andy Johnson,Centre-Forward,€11.25m,2007,everton fc
Victor Anichebe,Centre-Forward,€2.00m,2007,everton fc
James Vaughan,Centre-Forward,€1.50m,2007,everton fc
Lukas Jutkiewicz,Centre-Forward,€700k,2007,everton fc
Joe Hart,Goalkeeper,€3.50m,2007,manchester city
Andreas Isaksson,Goalkeeper,€3.00m,2007,manchester city
Kasper Schmeichel,Goalkeeper,€1.00m,2007,manchester city
Vedran Corluka,Centre-Back,€11.00m,2007,manchester city
Richard Dunne,Centre-Back,€8.00m,2007,manchester city
Nedum Onuoha,Centre-Back,€3.00m,2007,manchester city
Jihai Sun,Centre-Back,€1.50m,2007,manchester city
Matt Mills,Centre-Back,€400k,2007,manchester city
Javier Garrido,Left-Back,€4.50m,2007,manchester city
Michael Ball,Left-Back,€3.00m,2007,manchester city
Sam Williamson,Left-Back,-,2007,manchester city
Micah Richards,Right-Back,€11.00m,2007,manchester city
Danny Mills,Right-Back,€900k,2007,manchester city
Shay Logan,Right-Back,€100k,2007,manchester city
Gelson Fernandes,Defensive Midfield,€4.50m,2007,manchester city
Michael Johnson,Defensive Midfield,€4.00m,2007,manchester city
Dietmar Hamann,Defensive Midfield,€3.00m,2007,manchester city
Ousmane Dabo,Defensive Midfield,€1.50m,2007,manchester city
Kelvin Etuhu,Defensive Midfield,€750k,2007,manchester city
Marc Laird,Central Midfield,-,2007,manchester city
Elano,Attacking Midfield,€15.00m,2007,manchester city
Stephen Ireland,Attacking Midfield,€6.00m,2007,manchester city
Geovanni,Attacking Midfield,€3.50m,2007,manchester city
Martin Petrov,Left Winger,€11.00m,2007,manchester city
Georgios Samaras,Left Winger,€4.00m,2007,manchester city
Nery Castillo,Right Winger,€7.00m,2007,manchester city
Ashley Grimes,Other,€50k,2007,manchester city
Benjani,Centre-Forward,€9.75m,2007,manchester city
Rolando Bianchi,Centre-Forward,€9.00m,2007,manchester city
Valeri Bozhinov,Centre-Forward,€8.25m,2007,manchester city
Felipe Caicedo,Centre-Forward,€5.00m,2007,manchester city
Darius Vassell,Centre-Forward,€3.50m,2007,manchester city
Emile Mpenza,Centre-Forward,€2.50m,2007,manchester city
Daniel Sturridge,Centre-Forward,€500k,2007,manchester city
Paul Dickov,Centre-Forward,€400k,2007,manchester city
Ched Evans,Centre-Forward,-,2007,manchester city
David James,Goalkeeper,€4.75m,2007,portsmouth fc
Jamie Ashdown,Goalkeeper,€850k,2007,portsmouth fc
Asmir Begovic,Goalkeeper,€200k,2007,portsmouth fc
Sylvain Distin,Centre-Back,€8.75m,2007,portsmouth fc
Sol Campbell,Centre-Back,€7.25m,2007,portsmouth fc
Noé Pamarot,Centre-Back,€3.50m,2007,portsmouth fc
Djimi Traoré,Centre-Back,€3.00m,2007,portsmouth fc
Lucien Aubey,Centre-Back,€2.75m,2007,portsmouth fc
Linvoy Primus,Centre-Back,€800k,2007,portsmouth fc
Martin Cranie,Centre-Back,€600k,2007,portsmouth fc
Richard Duffy,Centre-Back,€300k,2007,portsmouth fc
Marc Wilson,Centre-Back,€100k,2007,portsmouth fc
Hermann Hreidarsson,Left-Back,€3.50m,2007,portsmouth fc
Laurén,Right-Back,€4.50m,2007,portsmouth fc
Glen Johnson,Right-Back,€4.50m,2007,portsmouth fc
Lassana Diarra,Defensive Midfield,€7.00m,2007,portsmouth fc
Sean Davis,Defensive Midfield,€4.50m,2007,portsmouth fc
Richard Hughes,Defensive Midfield,€1.50m,2007,portsmouth fc
Arnold Mvuemba,Defensive Midfield,€1.00m,2007,portsmouth fc
Jean-François Christophe,Defensive Midfield,€100k,2007,portsmouth fc
Sulley Muntari,Central Midfield,€11.25m,2007,portsmouth fc
Gary O'Neil,Central Midfield,€6.00m,2007,portsmouth fc
Papa Bouba Diop,Central Midfield,€5.50m,2007,portsmouth fc
Pedro Mendes,Central Midfield,€3.50m,2007,portsmouth fc
Matthew Taylor,Other,€4.50m,2007,portsmouth fc
Niko Kranjcar,Attacking Midfield,€7.50m,2007,portsmouth fc
John Utaka,Left Winger,€8.75m,2007,portsmouth fc
Franck Songo'o,Right Winger,€600k,2007,portsmouth fc
Benjani,Centre-Forward,€9.75m,2007,portsmouth fc
Jermain Defoe,Centre-Forward,€9.00m,2007,portsmouth fc
Milan Baros,Centre-Forward,€5.50m,2007,portsmouth fc
David Nugent,Centre-Forward,€5.00m,2007,portsmouth fc
Nwankwo Kanu,Centre-Forward,€5.00m,2007,portsmouth fc
Shay Given,Goalkeeper,€8.25m,2007,newcastle united
Steve Harper,Goalkeeper,€1.50m,2007,newcastle united
Tim Krul,Goalkeeper,€900k,2007,newcastle united
Fraser Forster,Goalkeeper,€400k,2007,newcastle united
Steven Taylor,Centre-Back,€5.25m,2007,newcastle united
